dnid,dnname,dnlatitude,dnlongitude,dnradius
3611011800,세종특별자치시 세종시 집현동,36.4992754,127.3292593,2.557
4719025625,경상북도 구미시 산동읍 신당리,36.153371,128.4350853,2.061
4817013700,경상남도 진주시 충무공동,35.17524922,128.1415952,1.95
4873025323,경상남도 함안군 칠원읍 유원리,35.29440084,128.4889583,2.638
2671025628,부산광역시 기장군 정관읍 용수리,35.33389011,129.1732714,2.679
4122025928,경기도 평택시 청북읍 어연리,37.04749405,126.9822081,1.748
4480025623,충청남도 홍성군 홍북읍 봉신리,36.62587039,126.6676432,1.62
3171026221,울산광역시 울주군 청량읍 덕하리,35.48459098,129.2882864,2.433
4167034533,경기도 여주시 세종대왕면 신지리,37.29065266,127.5795301,2.06
4420025300,충청남도 아산시 배방읍,36.75413757,127.068471,6.789
4420025321,충청남도 아산시 배방읍 중리,36.74327833,127.0400581,1.516
4420025322,충청남도 아산시 배방읍 수철리,36.72130784,127.0551869,2.912
4420025323,충청남도 아산시 배방읍 신흥리,36.75264006,127.0441898,1.902
4420025324,충청남도 아산시 배방읍 공수리,36.76695144,127.0525306,2.229
4420025325,충청남도 아산시 배방읍 북수리,36.76743486,127.0704895,2.24
4420025326,충청남도 아산시 배방읍 회룡리,36.74819964,127.0670101,1.727
4420025327,충청남도 아산시 배방읍 세출리,36.7364534,127.0769456,2.122
4420025328,충청남도 아산시 배방읍 갈매리,36.75909527,127.0867175,1.569
4420025329,충청남도 아산시 배방읍 세교리,36.77069581,127.0986419,2.148
4420025330,충청남도 아산시 배방읍 휴대리,36.77613148,127.1119661,1.494
4420025331,충청남도 아산시 배방읍 장재리,36.79119766,127.0991106,1.699
4420025332,충청남도 아산시 배방읍 구령리,36.78295909,127.0473107,1.863
2771026200,대구광역시 달성군 옥포읍,35.76842658,128.4783306,7.694
2771026225,대구광역시 달성군 옥포읍 간경리,35.80041168,128.4713442,1.335
3611038021,세종특별자치시 세종시 전동면 노장리,36.67203856,127.2796683,2.718
3611038025,세종특별자치시 세종시 전동면 보덕리,36.64146125,127.2571874,2.15
3611038029,세종특별자치시 세종시 전동면 미곡리,36.67452684,127.2256836,2.078
3611039024,세종특별자치시 세종시 소정면 고등리,36.71487494,127.1933494,2.009
2671025623,부산광역시 기장군 정관읍 임곡리,35.34731231,129.1391348,1.716
2771025926,대구광역시 달성군 유가읍 초곡리,35.71542211,128.473729,1.897
4812313800,경상남도 창원시 성산구 두대동,35.2345714,128.6581587,1.32
4167034522,경기도 여주시 세종대왕면 구양리,37.31394139,127.5826181,1.551
4167034527,경기도 여주시 세종대왕면 매화리,37.26918377,127.5416709,1.242
4167034529,경기도 여주시 세종대왕면 마래리,37.2645182,127.5590705,1.558
4725032521,경상북도 상주시 사벌국면 덕담리,36.47333572,128.2083383,2.265
4725032524,경상북도 상주시 사벌국면 목가리,36.50689351,128.1898824,1.618
4713031500,경상북도 경주시 문무대왕면,35.79849475,129.4140818,11.185
4790025322,경상북도 예천군 호명읍 원곡리,36.59802148,128.4360014,1.916
4790025329,경상북도 예천군 호명읍 백송리,36.59291808,128.4572724,1.246
4790025332,경상북도 예천군 호명읍 황지리,36.63932858,128.5140913,3.336
4148012300,경기도 파주시 금릉동,37.75165723,126.7865224,1.405
4313038524,충청북도 충주시 중앙탑면 장천리,37.06090443,127.8718316,2.891
4159013000,경기도 화성시 청계동,37.19567766,127.1118929,1.855
4571025622,전라북도 완주군 용진읍 구억리,35.8711016,127.1706611,2.108
4790025334,경상북도 예천군 호명읍 종산리,36.61572867,128.4551795,2.047
4790025336,경상북도 예천군 호명읍 담암리,36.61147141,128.4300463,2.067
4671033530,전라남도 담양군 가사문학면 가암리,35.16010544,127.060333,1.957
4671033531,전라남도 담양군 가사문학면 풍암리,35.17889885,127.054922,1.686
4679039525,전라남도 화순군 백아면 남치리,35.18854198,127.1187753,1.319
4729025623,경상북도 경산시 압량읍 압량리,35.84885676,128.7727714,0.846
3611037027,세종특별자치시 세종시 전의면 관정리,36.70512276,127.2099991,2.232
3611037031,세종특별자치시 세종시 전의면 영당리,36.65176347,127.1701969,2.15
3611037035,세종특별자치시 세종시 전의면 다방리,36.60279671,127.1842617,1.894
4148036028,경기도 파주시 파평면 눌노리,37.92319752,126.8613169,2.687
4159026230,경기도 화성시 남양읍 수화리,37.25328408,126.8184817,1.506
4790042026,경상북도 예천군 효자면 백석리,36.80220607,128.4453074,2.732
3171026226,울산광역시 울주군 청량읍 문죽리,35.51659324,129.2623824,2.61
4790025324,경상북도 예천군 호명읍 금능리,36.57205254,128.4623184,1.939
4790025326,경상북도 예천군 호명읍 본리,36.59447724,128.4879076,1.938
4691025323,전라남도 신안군 압해읍 고이리,34.9513833,126.2813057,3.334
4691025327,전라남도 신안군 압해읍 동서리,34.86332758,126.30049,3.371
4691025331,전라남도 신안군 압해읍 신장리,34.8362594,126.3583914,2.77
4313038528,충청북도 충주시 중앙탑면 창동리,36.98698079,127.8786876,1.797
4182034527,경기도 가평군 조종면 대보리,37.810077,127.3899791,3.556
4790042022,경상북도 예천군 효자면 사곡리,36.7633323,128.4034902,2.276
4480025626,충청남도 홍성군 홍북읍 대동리,36.64533562,126.6926569,1.658
4159013700,경기도 화성시 송동,37.17068861,127.1000678,1.01
4671033527,전라남도 담양군 가사문학면 만월리,35.12880883,127.05609,3.092
4775031500,경상북도 청송군 주왕산면,36.36221208,129.1654572,11.782
4136026521,경기도 남양주시 퇴계원읍 퇴계원리,37.65350458,127.1432129,2.027
4313038521,충청북도 충주시 중앙탑면 탑평리,37.02622057,127.8580191,1.996
4159026231,경기도 화성시 남양읍 장전리,37.26411157,126.8283687,1.759
4793040021,경상북도 울진군 매화면 매화리,36.92011941,129.3808796,2.317
2671025624,부산광역시 기장군 정관읍 월평리,35.36267831,129.1344505,1.482
2826012200,인천광역시 서구 청라동,37.53449595,126.6276969,4.038
4122025925,경기도 평택시 청북읍 후사리,37.02931855,126.9353414,1.717
4671033526,전라남도 담양군 가사문학면 무동리,35.13883741,127.045779,1.487
4671033528,전라남도 담양군 가사문학면 구산리,35.13405766,127.0797254,1.676
4729025627,경상북도 경산시 압량읍 인안리,35.86110441,128.78647,1.035
4684025335,전라남도 무안군 일로읍 오룡리,34.80020407,126.4818485,1.656
4313033527,충청북도 충주시 대소원면 매현리,36.91263638,127.8709708,2.336
4159026227,경기도 화성시 남양읍 무송리,37.19087121,126.8498998,2.13
4480025621,충청남도 홍성군 홍북읍 중계리,36.63166481,126.6336694,2.58
3171026222,울산광역시 울주군 청량읍 동천리,35.46451808,129.2850187,2.395
3611037024,세종특별자치시 세종시 전의면 원성리,36.66966063,127.1836453,1.665
4375025325,충청북도 진천군 덕산읍 두촌리,36.90150918,127.5348315,1.66
4617013400,전라남도 나주시 빛가람동,35.01843763,126.7891165,2.551
4159026222,경기도 화성시 남양읍 신남리,37.18409003,126.8127138,2.491
4889031033,경상남도 합천군 봉산면 도곡리,35.62442879,128.0141374,2.232
4783025329,경상북도 고령군 대가야읍 저전리,35.75352667,128.2336513,2.208
4790043026,경상북도 예천군 은풍면 금곡리,36.73879009,128.4166285,2.068
4182033030,경기도 가평군 상면 원흥리,37.81594948,127.3188975,2.441
4812313500,경상남도 창원시 성산구 용호동,35.23428363,128.6818942,1.172
4812313600,경상남도 창원시 성산구 신월동,35.22794875,128.690449,1.124
4167034525,경기도 여주시 세종대왕면 내양리,37.34539463,127.5755164,1.641
4167034528,경기도 여주시 세종대왕면 양거리,37.2584133,127.5396727,1.411
4783025332,경상북도 고령군 대가야읍 외리,35.70463845,128.2728032,2.022
4413132028,충청남도 천안시 동남구 광덕면 신덕리,36.68460353,127.1323783,1.9
2771025921,대구광역시 달성군 유가읍 음리,35.69555239,128.4875363,1.422
4775031526,경상북도 청송군 주왕산면 신점리,36.34186382,129.1387752,3.342
4812313700,경상남도 창원시 성산구 대원동,35.22813107,128.647203,1.867
4777036039,경상북도 영덕군 영해면 대동리,36.52833856,129.2737782,5.246
4784035525,경상북도 성주군 금수강산면 봉두리,35.92449291,128.1328174,3.767
4159013100,경기도 화성시 영천동,37.21063536,127.1062112,2.302
4146125328,경기도 용인시 처인구 모현읍 오산리,37.32124998,127.1548688,2.904
4146125621,경기도 용인시 처인구 이동읍 송전리,37.13641609,127.2038504,2.544
4146125625,경기도 용인시 처인구 이동읍 시미리,37.15705567,127.2133902,1.866
2771025928,대구광역시 달성군 유가읍 금리,35.6788991,128.4543979,1.269
4671025039,전라남도 담양군 담양읍 담빛리,35.31705111,126.9460081,1.104
4161011900,경기도 광주시 매산동,37.35608358,127.2633007,2.687
2772025000,대구광역시 군위군 군위읍,36.23710731,128.5727962,8.669
2772025021,대구광역시 군위군 군위읍 동부리,36.23204045,128.5738386,1.687
2772025022,대구광역시 군위군 군위읍 서부리,36.23482883,128.5647542,1.329
2772025023,대구광역시 군위군 군위읍 금구리,36.20964629,128.5731774,1.944
2772025024,대구광역시 군위군 군위읍 무성리,36.18722012,128.5680648,1.765
2772025025,대구광역시 군위군 군위읍 수서리,36.20314834,128.5467897,3.274
2772025026,대구광역시 군위군 군위읍 사직리,36.22809458,128.5492019,1.986
2772025027,대구광역시 군위군 군위읍 내량리,36.2418303,128.5396255,2.293
2772025028,대구광역시 군위군 군위읍 외량리,36.25812557,128.5431986,1.847
2772025029,대구광역시 군위군 군위읍 삽령리,36.26241221,128.5332883,1.406
2772025030,대구광역시 군위군 군위읍 대북리,36.26565694,128.5595197,1.789
2772025031,대구광역시 군위군 군위읍 오곡리,36.26893375,128.5822681,1.884
2772025032,대구광역시 군위군 군위읍 정리,36.25146552,128.571138,1.547
2772025033,대구광역시 군위군 군위읍 하곡리,36.23428009,128.5875875,2.035
2772025034,대구광역시 군위군 군위읍 용대리,36.22286998,128.604057,2.431
2772025035,대구광역시 군위군 군위읍 상곡리,36.25563302,128.6011491,2.564
2772025036,대구광역시 군위군 군위읍 광현리,36.24521391,128.6245503,2.901
2772025037,대구광역시 군위군 군위읍 대흥리,36.2829736,128.5385908,1.922
2772031000,대구광역시 군위군 소보면,36.26244264,128.476869,9.731
2772031021,대구광역시 군위군 소보면 사리리,36.31460687,128.4573073,2.277
2772031022,대구광역시 군위군 소보면 보현리,36.29675673,128.439166,3.12
2772031023,대구광역시 군위군 소보면 복성리,36.29919091,128.4789755,2.095
2772031024,대구광역시 군위군 소보면 위성리,36.28216993,128.4535702,3.204
2772031025,대구광역시 군위군 소보면 달산리,36.26107863,128.4452018,3.274
2772031026,대구광역시 군위군 소보면 송원리,36.25664133,128.4778361,2.075
2772031027,대구광역시 군위군 소보면 신계리,36.24528858,128.4817204,1.276
2772031028,대구광역시 군위군 소보면 도산리,36.23763127,128.4485848,3.732
2772031029,대구광역시 군위군 소보면 서경리,36.24122889,128.499513,2.39
2772031030,대구광역시 군위군 소보면 평호리,36.20952873,128.5022738,3.5
2772031031,대구광역시 군위군 소보면 산법리,36.22487191,128.5179411,2.858
2772031032,대구광역시 군위군 소보면 내의리,36.28767451,128.5019203,3.272
2772031033,대구광역시 군위군 소보면 봉황리,36.26648329,128.5039948,3.044
2772031034,대구광역시 군위군 소보면 봉소리,36.2641725,128.5213546,2.399
2772032000,대구광역시 군위군 효령면,36.13831615,128.5971392,10.886
2772032021,대구광역시 군위군 효령면 노행리,36.20776377,128.6207559,2.89
2772032022,대구광역시 군위군 효령면 오천리,36.19251023,128.6053582,1.643
2772032023,대구광역시 군위군 효령면 성리,36.19405146,128.588252,2.323
2772032024,대구광역시 군위군 효령면 병수리,36.17329926,128.5959119,2.241
2772032025,대구광역시 군위군 효령면 불로리,36.16904541,128.566879,1.803
2772032026,대구광역시 군위군 효령면 내리리,36.15311535,128.5572106,2.224
2772032027,대구광역시 군위군 효령면 중구리,36.15315265,128.5819396,2.317
2772032028,대구광역시 군위군 효령면 거매리,36.15333994,128.604167,1.853
2772032029,대구광역시 군위군 효령면 장군리,36.12960309,128.5668258,2.395
2772032030,대구광역시 군위군 효령면 장기리,36.12521478,128.5911707,2.594
2772032031,대구광역시 군위군 효령면 금매리,36.13481825,128.6170564,3.135
2772032032,대구광역시 군위군 효령면 화계리,36.12289128,128.6423518,2.48
2772032033,대구광역시 군위군 효령면 마시리,36.10438795,128.6183539,2.628
2772032034,대구광역시 군위군 효령면 매곡리,36.07982935,128.5905161,3.592
2772032035,대구광역시 군위군 효령면 고곡리,36.10337065,128.5795941,2.569
2772033000,대구광역시 군위군 부계면,36.06236414,128.6602899,7.458
2772033021,대구광역시 군위군 부계면 창평리,36.09487267,128.6792717,3.098
2772033022,대구광역시 군위군 부계면 가호리,36.07259701,128.6777706,3.001
2772033023,대구광역시 군위군 부계면 춘산리,36.07573707,128.6525297,3.174
2772033024,대구광역시 군위군 부계면 대율리,36.05814456,128.6547244,2.259
2772033025,대구광역시 군위군 부계면 동산리,36.03352597,128.6728436,3.381
2772033026,대구광역시 군위군 부계면 남산리,36.03056481,128.6421092,4.044
2772033027,대구광역시 군위군 부계면 명산리,36.08978435,128.6346195,1.871
2772033028,대구광역시 군위군 부계면 신화리,36.10606108,128.6559074,3.082
2772034000,대구광역시 군위군 우보면,36.1699365,128.6596945,7.34
2772034021,대구광역시 군위군 우보면 나호리,36.18677799,128.641268,2.769
2772034022,대구광역시 군위군 우보면 이화리,36.19122286,128.6731468,2.702
2772034023,대구광역시 군위군 우보면 두북리,36.20867872,128.6547452,1.823
2772034024,대구광역시 군위군 우보면 선곡리,36.20523419,128.6830447,2.031
2772034025,대구광역시 군위군 우보면 미성리,36.17320943,128.6678809,1.903
2772034026,대구광역시 군위군 우보면 모산리,36.15273925,128.6862514,2.516
2772034027,대구광역시 군위군 우보면 문덕리,36.13242875,128.6832435,2.286
2772034028,대구광역시 군위군 우보면 달산리,36.15019184,128.6495482,3.755
2772034029,대구광역시 군위군 우보면 봉산리,36.17246737,128.6256897,2.237
2772035000,대구광역시 군위군 의흥면,36.17047154,128.7382246,6.992
2772035021,대구광역시 군위군 의흥면 읍내리,36.17927445,128.7250131,1.81
2772035022,대구광역시 군위군 의흥면 수북리,36.19022773,128.7176875,2.777
2772035023,대구광역시 군위군 의흥면 수서리,36.18240171,128.6959909,1.687
2772035024,대구광역시 군위군 의흥면 이지리,36.16484413,128.7001074,2.77
2772035025,대구광역시 군위군 의흥면 파전리,36.17479392,128.7403084,1.426
2772035026,대구광역시 군위군 의흥면 신덕리,36.18688705,128.761144,2.65
2772035027,대구광역시 군위군 의흥면 지호리,36.17075597,128.7782405,2.803
2772035028,대구광역시 군위군 의흥면 연계리,36.16135731,128.7536663,1.731
2772035029,대구광역시 군위군 의흥면 매성리,36.14627873,128.7546605,1.481
2772035030,대구광역시 군위군 의흥면 원산리,36.15958843,128.7288049,2.013
2772035031,대구광역시 군위군 의흥면 금양리,36.13874357,128.7386881,2.245
2772036000,대구광역시 군위군 산성면,36.10096178,128.7096485,7.177
2772036021,대구광역시 군위군 산성면 백학리,36.05874472,128.6978967,3.079
2772036022,대구광역시 군위군 산성면 삼산리,36.08758841,128.7095342,1.811
2772036023,대구광역시 군위군 산성면 봉림리,36.0958462,128.7285082,2.803
2772036024,대구광역시 군위군 산성면 무암리,36.10678709,128.7168802,2.191
2772036025,대구광역시 군위군 산성면 운산리,36.10726174,128.6935972,2.364
2772036026,대구광역시 군위군 산성면 화본리,36.12183341,128.7111574,2.705
2772036027,대구광역시 군위군 산성면 화전리,36.13773172,128.7146372,2.164
2772037000,대구광역시 군위군 삼국유사면,36.15117416,128.8204333,10.377
2772037021,대구광역시 군위군 삼국유사면 화수리,36.11774047,128.7538046,2.948
2772037022,대구광역시 군위군 삼국유사면 화북리,36.12168392,128.7786741,4.016
2772037023,대구광역시 군위군 삼국유사면 괴산리,36.10474798,128.811056,3.38
2772037024,대구광역시 군위군 삼국유사면 학성리,36.15162713,128.7966371,4.822
2772037025,대구광역시 군위군 삼국유사면 장곡리,36.12743099,128.8309279,2.743
2772037026,대구광역시 군위군 삼국유사면 인곡리,36.14967493,128.8297175,3.322
2772037027,대구광역시 군위군 삼국유사면 양지리,36.16899331,128.8233072,3.185
2772037028,대구광역시 군위군 삼국유사면 낙전리,36.19947352,128.8190506,2.692
2772037029,대구광역시 군위군 삼국유사면 가암리,36.19518307,128.8425313,2.946
2772037030,대구광역시 군위군 삼국유사면 석산리,36.1847087,128.8613643,3.408
2772037031,대구광역시 군위군 삼국유사면 학암리,36.16343712,128.8782318,3.372
5271033023,전북특별자치도 완주군 이서면 금평리,35.82105857,127.0544261,2.258
5271033024,전북특별자치도 완주군 이서면 갈산리,35.83811948,127.0479346,1.292
5271033025,전북특별자치도 완주군 이서면 이성리,35.801981,127.0528876,1.899
5271033026,전북특별자치도 완주군 이서면 상개리,35.81747798,127.0383142,2.03
5271033027,전북특별자치도 완주군 이서면 용서리,35.83242279,127.0173748,1.581
5271033028,전북특별자치도 완주군 이서면 은교리,35.80977587,127.0208904,2.432
5271033029,전북특별자치도 완주군 이서면 이문리,35.83012622,127.0057811,1.971
5271033030,전북특별자치도 완주군 이서면 남계리,35.85424563,127.0206943,1.672
5271033031,전북특별자치도 완주군 이서면 반교리,35.84027209,127.0330979,2.432
5271033032,전북특별자치도 완주군 이서면 금계리,35.85824949,127.0105154,1.017
5271034000,전북특별자치도 완주군 소양면,35.8577764,127.255709,9.765
5271034021,전북특별자치도 완주군 소양면 신교리,35.83877149,127.2194517,2.647
5271034022,전북특별자치도 완주군 소양면 명덕리,35.87850207,127.2134536,3.054
5271034023,전북특별자치도 완주군 소양면 죽절리,35.87142165,127.2299677,2.674
5271034024,전북특별자치도 완주군 소양면 황운리,35.85172536,127.2393938,3.115
5271034025,전북특별자치도 완주군 소양면 대흥리,35.90363687,127.2418054,4.015
5271034026,전북특별자치도 완주군 소양면 해월리,35.87031945,127.2653373,4.209
5271034027,전북특별자치도 완주군 소양면 화심리,35.83280078,127.2640535,3.503
5271034028,전북특별자치도 완주군 소양면 신원리,35.85216996,127.298133,3.393
5271034029,전북특별자치도 완주군 소양면 신촌리,35.81349691,127.2866575,3.191
5271035000,전북특별자치도 완주군 구이면,35.70646922,127.1195435,10.926
5271035021,전북특별자치도 완주군 구이면 평촌리,35.76353954,127.1587875,2.992
5271035022,전북특별자치도 완주군 구이면 광곡리,35.74678221,127.1722547,3.23
5271035023,전북특별자치도 완주군 구이면 덕천리,35.7397044,127.1401766,2.977
5271035024,전북특별자치도 완주군 구이면 두현리,35.74346411,127.1126094,1.862
5271035025,전북특별자치도 완주군 구이면 원기리,35.72937763,127.112705,2.768
5271035026,전북특별자치도 완주군 구이면 항가리,35.71223294,127.1155619,2.75
5271035027,전북특별자치도 완주군 구이면 계곡리,35.67757611,127.1128639,3.618
5271035028,전북특별자치도 완주군 구이면 백여리,35.64476652,127.1063538,3.816
5271035029,전북특별자치도 완주군 구이면 안덕리,35.69705969,127.0838665,3.844
5271036000,전북특별자치도 완주군 고산면,35.97141599,127.2323966,9.589
5271036021,전북특별자치도 완주군 고산면 읍내리,35.97467824,127.2096267,1.214
5271036022,전북특별자치도 완주군 고산면 서봉리,35.98792148,127.2011636,1.853
5271036023,전북특별자치도 완주군 고산면 율곡리,35.98135937,127.1828637,2.047
5271036024,전북특별자치도 완주군 고산면 어우리,35.96550082,127.1794802,1.467
5271036025,전북특별자치도 완주군 고산면 남봉리,35.96449809,127.1930668,1.691
5271036026,전북특별자치도 완주군 고산면 화정리,35.9430351,127.1935851,1.937
5271036027,전북특별자치도 완주군 고산면 양야리,35.9335038,127.207436,3.073
5271036028,전북특별자치도 완주군 고산면 성재리,35.95440932,127.2202715,3.362
5271036029,전북특별자치도 완주군 고산면 오산리,35.95995544,127.2362116,3.754
5271036030,전북특별자치도 완주군 고산면 삼기리,35.9910493,127.2261351,1.945
5271036031,전북특별자치도 완주군 고산면 소향리,35.99542054,127.2784032,5.6
5271037000,전북특별자치도 완주군 비봉면,36.01140172,127.1576954,6.934
5271037021,전북특별자치도 완주군 비봉면 봉산리,35.97697347,127.1590453,2.394
5271037022,전북특별자치도 완주군 비봉면 소농리,35.9954833,127.1432077,2.087
5271037023,전북특별자치도 완주군 비봉면 내월리,36.01922376,127.1335511,2.896
5271037024,전북특별자치도 완주군 비봉면 대치리,36.04185714,127.1497189,3.054
5271037025,전북특별자치도 완주군 비봉면 백도리,36.00309191,127.1662019,3.419
5271037026,전북특별자치도 완주군 비봉면 이전리,36.00510795,127.1951144,2.239
5271037027,전북특별자치도 완주군 비봉면 수선리,36.01865233,127.1773851,2.187
5271038000,전북특별자치도 완주군 운주면,36.07219458,127.3150309,10.669
5271038021,전북특별자치도 완주군 운주면 장선리,36.08508681,127.2773538,2.619
5271038022,전북특별자치도 완주군 운주면 완창리,36.10610841,127.2803229,3.915
5271038023,전북특별자치도 완주군 운주면 산북리,36.09917237,127.3293885,4.74
5271038026,전북특별자치도 완주군 운주면 구제리,36.07831111,127.2398212,2.985
5271038027,전북특별자치도 완주군 운주면 고당리,36.0348158,127.3524004,5.344
5271038028,전북특별자치도 완주군 운주면 금당리,36.05775487,127.3190777,4.438
5271039000,전북특별자치도 완주군 화산면,36.05054979,127.1989674,8.148
5271039021,전북특별자치도 완주군 화산면 화평리,36.03886118,127.2092414,1.812
5271039022,전북특별자치도 완주군 화산면 화월리,36.03029062,127.1833954,3.024
5271039023,전북특별자치도 완주군 화산면 춘산리,36.06697594,127.1967952,3.352
5271039024,전북특별자치도 완주군 화산면 운곡리,36.06540586,127.1806716,3.582
5271039025,전북특별자치도 완주군 화산면 우월리,36.05444163,127.168994,2.268
5271039026,전북특별자치도 완주군 화산면 운산리,36.07207696,127.1476023,2.536
5271039027,전북특별자치도 완주군 화산면 와룡리,36.01327448,127.212295,2.321
5271039028,전북특별자치도 완주군 화산면 종리,36.00883291,127.2325971,2.319
5271039029,전북특별자치도 완주군 화산면 승치리,36.07435182,127.2163874,3.43
5271039030,전북특별자치도 완주군 화산면 성북리,36.03814903,127.2380823,2.51
5271039031,전북특별자치도 완주군 화산면 운제리,36.02932045,127.2263988,1.883
5271040000,전북특별자치도 완주군 동상면,35.93918,127.3030109,10.173
5271040021,전북특별자치도 완주군 동상면 신월리,35.94545237,127.3208123,5.16
5271040022,전북특별자치도 완주군 동상면 사봉리,35.89758386,127.311524,4.684
5271040023,전북특별자치도 완주군 동상면 수만리,35.92211346,127.2699848,4.642
5271040024,전북특별자치도 완주군 동상면 대아리,35.98225636,127.3033186,5.676
5271041000,전북특별자치도 완주군 경천면,36.03950229,127.2771286,5.845
5271041021,전북특별자치도 완주군 경천면 용복리,36.05442866,127.2552005,2.591
5271041022,전북특별자치도 완주군 경천면 가천리,36.04225299,127.2892316,4.707
5271041023,전북특별자치도 완주군 경천면 경천리,36.0167743,127.2616071,2.559
5272025000,전북특별자치도 진안군 진안읍,35.77677531,127.4439072,9.759
5272025021,전북특별자치도 진안군 진안읍 군상리,35.80234027,127.4199021,2.932
5272025022,전북특별자치도 진안군 진안읍 군하리,35.78679352,127.4218519,1.39
5272025023,전북특별자치도 진안군 진안읍 단양리,35.77245547,127.4220218,2.167
5272025024,전북특별자치도 진안군 진안읍 가림리,35.74031732,127.4294324,3.63
5272025025,전북특별자치도 진안군 진안읍 반월리,35.75339953,127.4506043,3.688
5272025026,전북특별자치도 진안군 진안읍 죽산리,35.74731233,127.4850306,3.479
5272025027,전북특별자치도 진안군 진안읍 오천리,35.761842,127.5050998,2.817
5272025028,전북특별자치도 진안군 진안읍 물곡리,35.78520397,127.4711787,3.699
5272025029,전북특별자치도 진안군 진안읍 구룡리,35.77592248,127.4545076,2.848
5272025030,전북특별자치도 진안군 진안읍 가막리,35.80282673,127.5081784,3.278
5272025031,전북특별자치도 진안군 진안읍 정곡리,35.79441952,127.3892626,3.306
5272025032,전북특별자치도 진안군 진안읍 연장리,35.77302972,127.3818335,3.024
5272025033,전북특별자치도 진안군 진안읍 운산리,35.81778315,127.4429114,3.241
5272031000,전북특별자치도 진안군 용담면,35.95097643,127.4899574,6.885
5272031021,전북특별자치도 진안군 용담면 옥거리,35.96102544,127.4818863,2.521
5272031022,전북특별자치도 진안군 용담면 수천리,35.94162193,127.4795319,1.461
5272031023,전북특별자치도 진안군 용담면 호계리,35.9269419,127.4639765,3.412
5272031024,전북특별자치도 진안군 용담면 월계리,35.93285145,127.5072826,2.723
5272031025,전북특별자치도 진안군 용담면 송풍리,35.9637754,127.5164036,3.919
5272031026,전북특별자치도 진안군 용담면 와룡리,35.96367599,127.4605849,2.948
5272032000,전북특별자치도 진안군 안천면,35.90208934,127.5470429,6.396
5272032021,전북특별자치도 진안군 안천면 노성리,35.88761019,127.5560677,3.116
5272032022,전북특별자치도 진안군 안천면 백화리,35.90575543,127.5640475,2.649
5272032023,전북특별자치도 진안군 안천면 신괴리,35.87349133,127.5418774,2.561
5272032024,전북특별자치도 진안군 안천면 삼락리,35.92540367,127.5346291,3.752
5272033000,전북특별자치도 진안군 동향면,35.83662713,127.573668,6.893
5272033021,전북특별자치도 진안군 동향면 대량리,35.83859328,127.5732057,2.338
5272033022,전북특별자치도 진안군 동향면 학선리,35.84523992,127.6084498,2.561
5272033023,전북특별자치도 진안군 동향면 능금리,35.85471703,127.5895515,3.418
5272033024,전북특별자치도 진안군 동향면 자산리,35.85075556,127.5582869,3.813
5272033025,전북특별자치도 진안군 동향면 신송리,35.81263127,127.5794179,3.106
5272033026,전북특별자치도 진안군 동향면 성산리,35.82172167,127.540858,2.785
5272034000,전북특별자치도 진안군 상전면,35.84790617,127.4972158,7.823
5272034021,전북특별자치도 진안군 상전면 갈현리,35.82474107,127.4716523,2.633
